day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob
39,2.2955199150849603,1.2311573934589015,3.782774544650428,0.9999999993760623
40,2.260522862266771,1.2329567969740505,3.8082981744769113,0.999999999802892
41,2.2462113638587855,1.242955714288268,3.6266290544401896,0.999999999939779
42,2.2732373831671118,1.2479823840623294,3.732416941349761,0.9999999999820273
43,2.3105564708851567,1.2851123307315158,3.7183556578744215,0.999999999994203
44,2.2374204163652167,1.265442641603571,3.584510000125924,0.9999999999999482
45,2.292876758702737,1.3056807821909495,3.6192920056852462,0.9999999999998403
46,2.4137776938087603,1.411759792696862,3.8259450624712112,0.9999999999998935
47,2.620181209458352,1.5905639743338444,4.015631577324301,0.9999999999999116
48,2.7339611186306567,1.6438251576209073,4.159459106660737,0.9999999999999989
49,2.8108374669999954,1.7216698472334582,4.25120406129502,1.0
50,2.8905735742552645,1.8327788997352898,4.322110966192244,1.0
51,3.124847541787588,1.9933202601058435,4.628706388486518,1.0
52,3.3412290291959863,2.130735006325632,4.9639338367949115,1.0
53,3.5877275491941303,2.3161956727943416,5.251279501752257,1.0
54,3.4361110134557062,2.260315170287904,5.011778137903025,1.0
55,3.2747577717550014,2.126320889119727,4.826212633804489,1.0
56,2.837704284914715,1.8205090750904687,4.1387847977019305,1.0
57,2.44022883433861,1.5950491469634767,3.5582125139570615,1.0
58,2.1604473304078313,1.4180914392199189,3.1396254367648964,1.0
59,1.8924730597266937,1.2411809265017821,2.7457144713772714,1.0
60,1.539747877120009,1.0118639815285033,2.2007688601282145,1.0
61,1.3662444204266855,0.8952237393283353,1.9714935850496043,1.0
62,1.3561623686505662,0.8926897266810692,1.9334209475052164,1.0
63,1.2166311054550811,0.7997874392103875,1.751151063890109,1.0
64,1.2003072134083808,0.8067630838226713,1.7259443099830964,1.0
65,1.2362709132658027,0.8323139527786607,1.7432082727055598,1.0
66,1.4416699459889044,0.9816799297013222,2.0442626256480017,1.0
67,1.554079805687642,1.069424896717576,2.181433949478849,1.0
68,1.6434805595355313,1.131192346045866,2.2935209262891494,1.0
69,1.7378849151890106,1.1961870036139455,2.428282190129181,1.0
70,1.902966329415686,1.3342549684038343,2.5903652946972717,1.0
71,2.0719147560647246,1.4437091399607733,2.8254638370906173,1.0
72,2.0598297032112978,1.4540395505314163,2.8373907119697552,1.0
73,1.8744764281059485,1.3157243610125682,2.591991681312619,1.0
74,1.8005615076792079,1.2511548960998216,2.479129773111209,1.0
75,1.5390736133798444,1.0633425065344209,2.1606365291397185,1.0
76,1.6141106007754433,1.1203105930818482,2.2509260530287047,1.0
77,1.3708101996408224,0.9430824089430864,1.8962874925036042,1.0
78,1.0568787508926454,0.7323208565069943,1.482695520652172,1.0
79,0.8705650937063468,0.5882412429063629,1.2434249691458092,1.0
80,0.7675058486525057,0.5065458492708257,1.0846491497470476,1.0
81,0.7655076636142698,0.5104090792360265,1.0766320050742266,1.0
82,0.823361570448178,0.5520475361326763,1.1596438673473948,1.0
83,0.8821814007720861,0.5850604675157551,1.2625413088854753,0.9999999999999996
84,0.7786172250838235,0.5224980039940709,1.1172221926730268,0.9999999999999968
85,0.7047859709675585,0.46863221343122746,1.011726996779408,0.9999999999998697
86,0.5963671329636748,0.3877597074966201,0.8704496711467695,0.9999999999976151
87,0.5226207282049049,0.33128724683204896,0.7662608275244266,0.9999999999479438
88,0.44389092516446205,0.27921398859442975,0.6604454597977745,0.9999999994577695
89,0.3835056620622014,0.23785413699902216,0.5772068377998986,0.9999999953621401
90,0.3413566404504236,0.20959955682428827,0.5244484159747058,0.9999999688801775
91,0.3070497066518416,0.18580998197725188,0.4773813354404388,0.99999985099966
92,0.2996068748180965,0.17491321628167458,0.47067340380908973,0.9999992471545099
93,0.30171563621344394,0.1734181335365126,0.4823014745603377,0.9999970490493827
