stat,value
rhat_mean,1.0010393725042572
rhat_median,1.0008208988642027
rhat_max,1.0093747327918274
ess_mean,7747.737103365551
ess_median,7715.412497812223
ess_min,3874.809255795066
n_diverging,0.0
