day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper
84,0.9751660008933416,0.5376873432794997,1.595910613735205,0.9999999999988977,0.7248275847528207,0.6298603001790434,0.8187926464044127,1.3503138716215295,0.7396896995424932,2.2502283412684787
85,0.8346863476467947,0.4653887472617949,1.3787565437716822,0.9999999998007908,0.6918623414139932,0.5911163497546559,0.7892251812652435,1.2113568718059955,0.6716467192310998,2.0261071632941126
86,0.8367573197230482,0.4585439550255773,1.4142387873658613,0.9999999997263062,0.6604696327379872,0.5659691438985854,0.755664848751372,1.2715108588021697,0.6918532223908443,2.137007030305197
87,0.6831143138030372,0.3580195268195074,1.1847298555592582,0.9999999960404334,0.6258896820022513,0.5350693362538058,0.7220492216074312,1.095481670491443,0.569578964268649,1.891499600516256
88,0.6292182609000538,0.336731530888788,1.0614269876643931,0.9999999551195291,0.5935924644078309,0.4953193616240983,0.6901586528928754,1.0662048853645572,0.5642414429090166,1.8238605482757584
89,0.5297636482832175,0.2698800804756417,0.9072506378956025,0.9999986351907119,0.5582027640308809,0.4649468054223706,0.6535659423551531,0.9539432785881317,0.48964030920536855,1.6357991075220888
90,0.43798967460455296,0.22114558848576363,0.7773652780740737,0.99999033648497,0.5224863339441026,0.4240699942454663,0.619899905113602,0.843586034311922,0.4195206177194211,1.5397790525750368
91,0.37956630398187174,0.18448384398549417,0.6784408467886408,0.999962750431988,0.48861070651310634,0.3908085756006035,0.5845914108964778,0.7823965024163074,0.3732122529179877,1.4386758433489903
92,0.28201039527016847,0.13432107596270199,0.5128972051076004,0.999559644180082,0.4515148475192575,0.3519396689296491,0.5519171861752835,0.6299999725894374,0.2997322941207963,1.1653563201136499
93,0.24276907427048078,0.10744630623727158,0.46556575567034425,0.9978701007172462,0.41824018412163433,0.32194219416964936,0.5139955194670969,0.5844662497719956,0.25777394517295155,1.1186134818036173
94,0.2377668279555816,0.10419987306217962,0.45617406398336335,0.99685805756277,0.3867647792883029,0.2888325887146994,0.48346419743321056,0.6220682621308151,0.26855832591385836,1.2165941298333738
95,0.2596554071402917,0.11445438028185907,0.49753440937540017,0.9963866662030629,0.3573371608483708,0.2559562946929547,0.4546621589386527,0.7360462665186246,0.32257493400541565,1.4305976919049155
