onset_day,date,reported,cases_mean,cases_lower,cases_upper,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper,additional_case_prob
11,2017-07-07,0,0.367125,0.0,2.0,1.4750552693098862,0.6278454285966429,2.7965936189995624,0.9476807316971989,0.8552157374786694,1.0,1.558387321191738,0.6661286471751563,2.962886812165518,0.9991441156848243
12,2017-07-08,0,0.371875,0.0,2.0,1.402055942945467,0.6190476562952144,2.631072815988211,0.9573810858937345,0.8661059018294367,1.0,1.4659520045607584,0.652430988243196,2.7354420332386202,0.9988688535221403
13,2017-07-09,0,0.319125,0.0,2.0,1.3573904118098903,0.6141622455372272,2.522654749134446,0.9653388315713359,0.8784795457446033,1.0,1.4075640111170586,0.6304585723431719,2.6061874348185348,0.9985847787985583
14,2017-07-10,0,0.33425,0.0,2.0,1.3322988008278345,0.6058299065772227,2.4494074317613137,0.9712962598117686,0.8871169187369904,1.0,1.3730279350350543,0.627175844289995,2.5240790831565016,0.9981180922127505
15,2017-07-11,0,0.3375,0.0,2.0,1.3257330750748528,0.6133835437405655,2.4507788893571782,0.975941235121749,0.8951223752322964,1.0,1.3595983316876386,0.6283616730434516,2.5187420098826276,0.9976300032087176
16,2017-07-12,0,0.302375,0.0,2.0,1.3408292716168264,0.6209379481395841,2.494423521042181,0.9790514315133145,0.9001059294492235,1.0,1.3706740918869165,0.632410182559931,2.5431225696552184,0.9971017647907916
17,2017-07-13,0,0.287875,0.0,2.0,1.3664077054630512,0.637248289109842,2.542873509422644,0.9813195218100236,0.9054394385084464,1.0,1.3934681131634166,0.6455937065126328,2.5974514163348505,0.9964793551662634
18,2017-07-14,0,0.283625,0.0,2.0,1.4166853792743512,0.6527995930917784,2.6192595248436237,0.9829326925620213,0.9089655575601852,1.0,1.4422917895665166,0.6615223966942867,2.6708054679470736,0.995959797373245
19,2017-07-15,1,1.270125,1.0,3.0,1.4819672747502675,0.6775175002080739,2.785406426628721,0.9841568117434117,0.9119923727955088,1.0,1.506993007209239,0.6916047323593778,2.839639704781229,0.9951304106341752
20,2017-07-16,0,0.255375,0.0,2.0,1.5112732649485194,0.6894825451264801,2.8171513462696445,0.9844558027674329,0.9117140662240021,1.0,1.536419916360066,0.6988593256793467,2.86915224145242,0.9991499483076163
21,2017-07-17,0,0.2375,0.0,2.0,1.568317139419996,0.7161219959800182,2.9690800235918884,0.9847848265443289,0.912109303741459,1.0,1.5937664452016942,0.7249429569482838,3.0316012416467935,0.9989780687431971
22,2017-07-18,1,1.268375,1.0,2.0,1.6520654386111575,0.7473255403849337,3.1445837606342106,0.9847922296552697,0.9119755450381855,1.0,1.678740027244402,0.7589090938757465,3.214311100091377,0.9987287594200323
23,2017-07-19,0,0.266125,0.0,2.0,1.7071610714456518,0.7743411093811283,3.2565898622069676,0.9841595696933537,0.9101582735799219,1.0,1.7360359017662073,0.7880466545311345,3.313143193936468,0.9997771462642832
24,2017-07-20,1,1.24775,1.0,3.0,1.7783673974305656,0.8047484584600038,3.398717443667017,0.9834868698597936,0.9086774684584048,1.0,1.8097846996280686,0.818590346332989,3.4433966403322174,0.9997414545464136
25,2017-07-21,0,0.291125,0.0,2.0,1.8150378849599744,0.8388695774448223,3.4743702530558545,0.9820281895764522,0.90520571495244,1.0,1.8498618057308374,0.8562990647549206,3.551855053929444,0.9999526127155222
26,2017-07-22,1,1.2865,1.0,3.0,1.8771543470314214,0.867779925101702,3.534008079348616,0.9803232174846168,0.9038378526075339,1.0,1.9163811050087438,0.8839382845556426,3.6454389348661884,0.9999426987706406
27,2017-07-23,0,0.306625,0.0,2.0,1.9076692485804434,0.8859299747544883,3.5987840815270276,0.9784637608290522,0.9002852812387688,1.0,1.9514291628015181,0.906899618909726,3.713525471937398,0.9999894426965789
28,2017-07-24,1,1.336125,1.0,3.0,1.9689591601642733,0.914847436552247,3.7054244274771304,0.9763502259220882,0.8952897265061519,1.0,2.0185296229891625,0.9291722004144631,3.7916397335978482,0.999987165901573
29,2017-07-25,1,1.404,1.0,3.0,2.0035096959915144,0.9345366782290906,3.712224108310584,0.9739686731773779,0.8917215977857587,1.0,2.059259525435755,0.9552301567372531,3.847084488113643,0.9999979130897301
30,2017-07-26,0,0.407125,0.0,2.0,1.9964704134827655,0.9472544966673376,3.7138304846998462,0.9711461865583436,0.8873821208735971,1.0,2.0581232933711764,0.973142508665534,3.8469018466430365,0.9999996294356452
31,2017-07-27,1,1.3975,1.0,3.0,2.02780921495232,0.9740797955531959,3.701875913831572,0.9680721615344158,0.8832304869491844,1.0,2.097134318148027,1.0020452346234565,3.8345177925462686,0.9999995866641544
32,2017-07-28,1,1.454375,1.0,3.0,2.0420888661127647,0.9750817378404778,3.7222120849741036,0.9653892326434463,0.8791478435572666,1.0,2.1179920327929387,1.0081381061816992,3.8638656912736797,0.9999999300422614
33,2017-07-29,0,0.472375,0.0,2.0,2.0286109197673956,0.9783202834777263,3.6795456504207875,0.9629726413994015,0.8765768948224238,1.0,2.109502877799902,1.0149359569190874,3.864202183977187,0.9999999913103952
34,2017-07-30,1,1.519,1.0,3.0,2.082755210002841,1.0277313461837658,3.728531583852779,0.9606451565905236,0.8724720699779799,1.0,2.171162100265514,1.0756657318537926,3.9214226097720046,0.9999999873575132
35,2017-07-31,0,0.56925,0.0,2.0,2.1095297862367803,1.0547242828992154,3.76514419360165,0.9581240592218822,0.8699288112775455,1.0,2.205157474868808,1.105738708343417,3.964922695710442,0.999999998639647
36,2017-08-01,0,0.6565,0.0,3.0,2.203837464101719,1.134260369346877,3.87433540146002,0.9556067955172118,0.8668229867055837,1.0,2.3100405501555334,1.185898846685206,4.05854825717477,0.9999999980059703
37,2017-08-02,3,3.740625,3.0,6.0,2.3883919978485824,1.2276473350481194,4.09971016281129,0.9536027942434343,0.865165275568176,1.0,2.509016873686687,1.2784199843437876,4.309189245539025,0.9999999967050742
38,2017-08-03,2,2.836,2.0,5.0,2.4252639965077583,1.2762818481804432,4.145363989599607,0.9519025925504723,0.8630766387556826,1.0,2.552945272213413,1.3297179083624269,4.3964804014800585,0.9999999999955557
39,2017-08-04,1,1.930375,1.0,4.0,2.4007669183510876,1.2689185258696158,4.114746525322829,0.9500199736161247,0.860014047171281,1.0,2.531797100644612,1.3269687186504642,4.330934466773117,0.9999999999999377
40,2017-08-05,1,2.0055,1.0,4.0,2.38895929832189,1.2625566214245376,4.078602097806751,0.9484523940263548,0.8581296247625739,1.0,2.52347494939485,1.326936883692544,4.334083832433482,0.9999999999999959
41,2017-08-06,1,2.070375,1.0,5.0,2.3930767207136614,1.2830237319151445,4.056074721716091,0.947519722325279,0.8562012408558106,1.0,2.530599991501533,1.3505959672624128,4.318132974003247,0.9999999999999993
42,2017-08-07,1,2.096,1.0,5.0,2.4082496626004724,1.3087026678821034,4.0637301292011765,0.9468808914734468,0.8562416754029264,1.0,2.5480907580141228,1.3779004520537779,4.28716086421525,1.0
43,2017-08-08,3,4.249875,3.0,7.0,2.4579976559718557,1.3444006177613836,4.109980387336089,0.9468784560254921,0.8561952088200687,1.0,2.6002958854136162,1.4105387423148936,4.373291576594511,1.0
44,2017-08-09,0,1.259,0.0,4.0,2.3736359927524906,1.315692201799607,3.9348417408416103,0.9472202668915835,0.8563307602232768,1.0,2.510535133329944,1.3693030304073739,4.180749680367798,1.0
45,2017-08-10,1,2.435,1.0,5.0,2.412879508868415,1.3689396113296117,3.9391919079181066,0.9480691872613966,0.8567175210651852,1.0,2.54942232991204,1.4333734516605445,4.181644319237734,1.0
46,2017-08-11,1,2.5895,1.0,6.0,2.513905342064841,1.426549427328658,4.047330535876311,0.9496186226386186,0.8579363469528701,1.0,2.6514907190926786,1.4893916885610867,4.27344078492882,1.0
47,2017-08-12,4,5.772125,4.0,9.0,2.709018436320519,1.5403456666920183,4.336144675716903,0.9513613110465564,0.8606274141166677,1.0,2.852089669853379,1.6089214762483677,4.585006863026512,1.0
48,2017-08-13,3,4.846375,3.0,8.0,2.760599913134841,1.5987119540039574,4.381067376335745,0.9533625616105339,0.8622663298788823,1.0,2.9002506593683246,1.6646951046415586,4.578425180942755,1.0
49,2017-08-14,3,5.032875,3.0,9.0,2.791392849925249,1.6373820269157509,4.385034626817212,0.955678786344711,0.86467266155097,1.0,2.925286224242421,1.708221224292722,4.649554768854595,1.0
50,2017-08-15,2,4.02825,2.0,7.0,2.8116746262244683,1.6858060607186425,4.396882306767673,0.9587141467586991,0.8695651581788101,1.0,2.9368241364465058,1.7468012463042681,4.591294532623402,1.0
