stat,value
rhat_mean,1.0007263517228782
rhat_median,1.0005562945941668
rhat_max,1.0022155970881275
ess_mean,5325.170412906897
ess_median,5227.795651958944
ess_min,3375.8047188750966
n_diverging,0.0
cases_rhat_max,1.0045718404434576
cases_ess_min,1055.8744331143528
cases_ess_median,2467.545560903359
