date,temperature,temperature_smoothed,suitability_instantaneous,suitability_smoothed_instantaneous,suitability_smoothed_lagged
2017-05-26,20.0,20.0761131277816,0.10612775564648642,0.11302131067072303,0.036381833219990486
2017-05-27,20.6,20.228893938999676,0.16866396152889906,0.12766647384885876,0.042569790442417925
2017-05-28,21.7,20.38128217509247,0.3388541009676276,0.14360466387560739,0.04961961330591582
2017-05-29,21.8,20.53321659905003,0.35781917415497694,0.16081178127675266,0.0575743884693695
2017-05-30,21.5,20.684635302579245,0.30210250322208987,0.1792598502459928,0.06660246330028236
2017-05-31,21.8,20.83547574448355,0.35781917415497694,0.1989709803654628,0.0764638161886608
2017-06-01,21.9,20.98567479015901,0.3773448645561533,0.21997563931958367,0.08745134731343479
2017-06-02,21.7,21.1351687521715,0.3388541009676276,0.24205802780292937,0.09963100512776851
2017-06-03,21.9,21.283893431876123,0.3773448645561533,0.26556334352035654,0.11302131067072303
2017-06-04,22.6,21.431784162039914,0.5263627714412171,0.29044520525392575,0.12766647384885876
2017-06-05,23.3,21.578775850427512,0.6862729140765863,0.3164371589264235,0.14360466387560739
2017-06-06,23.2,21.72480302430721,0.6630247499971007,0.3435580126801661,0.16081178127675266
2017-06-07,22.3,21.869799875835266,0.45982304703552096,0.37144808181097666,0.1792598502459928
2017-06-08,22.2,22.013700308273673,0.43865437745393165,0.4002769554121548,0.1989709803654628
2017-06-09,22.4,22.15643798299616,0.4814580136214429,0.42961834161483314,0.21997563931958367
2017-06-10,23.1,22.297946367236083,0.6400171748808972,0.45938832030130794,0.24205802780292937
2017-06-11,24.7,22.438158782529023,0.9466901640557227,0.4899565367796459,0.26556334352035654
2017-06-12,24.4,22.577008453800975,0.903776174965041,0.5211590294321253,0.29044520525392575
2017-06-13,24.3,22.71442855905387,0.8882203936595908,0.5526818768881258,0.3164371589264235
2017-06-14,24.9,22.850352279597605,0.969254267197431,0.5838933307302244,0.3435580126801661
2017-06-15,25.2,22.984712850777775,0.9917424319672574,0.6141865379977012,0.37144808181097666
2017-06-16,25.7,23.11744361314799,0.9982595751385617,0.6440305272789009,0.4002769554121548
2017-06-17,25.9,23.24847806403308,0.9896102398646919,0.6742950098660692,0.42961834161483314
2017-06-18,24.4,23.37774990943238,0.903776174965041,0.7038143477707433,0.45938832030130794
2017-06-19,23.9,23.50519311620745,0.8140994624351892,0.7320456673392794,0.4899565367796459
2017-06-20,24.6,23.6307419645018,0.9336559667524064,0.7589110191428273,0.5211590294321253
2017-06-21,25.0,23.754331100337023,0.9783412105693712,0.7851531605901891,0.5526818768881258
2017-06-22,25.8,23.875895588331574,0.995341321434938,0.8093912033143175,0.5838933307302244
2017-06-23,25.4,23.995370964486366,0.9990830928341167,0.832430423068717,0.6141865379977012
2017-06-24,25.6,24.112693288982083,1.0,0.8547466362066989,0.6440305272789009
2017-06-25,26.2,24.22779919893291,0.9641543812007016,0.8756138644804754,0.6742950098660692
2017-06-26,26.7,24.340625961040246,0.8936619434410538,0.8945400793122489,0.7038143477707433
2017-06-27,28.1,24.45111152409175,0.533256995761476,0.9117437808770767,0.7320456673392794
2017-06-28,26.4,24.559194571249257,0.9414408679157003,0.9278244125067955,0.7589110191428273
2017-06-29,25.5,24.664814572070146,0.9997832025649299,0.9421040259573293,0.7851531605901891
2017-06-30,25.0,24.76791183420692,0.9783412105693712,0.9546096623312045,0.8093912033143175
2017-07-01,21.6,24.868427554729106,0.3202992673655939,0.9658120300654914,0.832430423068717
2017-07-02,22.3,24.96630387101315,0.45982304703552096,0.9752792624098002,0.8547466362066989
