onset_day,date,reported,cases_mean,cases_lower,cases_upper,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper,additional_case_prob
20,2017-07-16,0,0.239375,0.0,2.0,1.4861945949182842,0.6915655998251036,2.795427872947478,0.9854033498090494,0.9144334737785511,1.0,1.5089664329094732,0.7006681809564035,2.827288238901677,0.9990356760624071
21,2017-07-17,0,0.246375,0.0,2.0,1.5372787838265227,0.7116565950635908,2.844737392734219,0.9856116241312242,0.9144507482351376,1.0,1.5603727840348836,0.7200607403048651,2.9077551655643235,0.9988033047308432
22,2017-07-18,1,1.25375,1.0,3.0,1.607237817827952,0.7477913166976,2.9707394306373587,0.9854381323123587,0.91449138771511,1.0,1.6316889398093115,0.7580065560143227,3.0278114134604843,0.9985775607762492
23,2017-07-19,0,0.21625,0.0,1.0,1.6500666836730498,0.7546174203117062,3.120551886344268,0.9848848616222015,0.9118399068050816,1.0,1.6761996326167572,0.7667186559332463,3.1628725027447833,0.999726280009695
24,2017-07-20,1,1.242,1.0,3.0,1.7222314467590025,0.786250609121783,3.2361066377574454,0.9841789280673111,0.9114996957561718,1.0,1.7507542225351729,0.7964231740035821,3.3034203299260514,0.9996678170680968
25,2017-07-21,0,0.239375,0.0,2.0,1.7535007627031016,0.7981394149633296,3.284766105538403,0.9828824090074849,0.9072573241553696,1.0,1.7850918678991465,0.8097870148190871,3.363754217210946,0.9999350288052912
26,2017-07-22,1,1.27025,1.0,3.0,1.81405246826612,0.8191937953695843,3.3979879211706474,0.9812637745757897,0.9060875834495243,1.0,1.8498094618504102,0.8320485797696525,3.469050857637582,0.9999178652414892
27,2017-07-23,0,0.27575,0.0,2.0,1.8480624146490323,0.8404873283749946,3.4551681523587963,0.979313717505662,0.9017627230283131,1.0,1.888413097188044,0.8615597119070736,3.5396113269953946,0.9999840258507743
28,2017-07-24,1,1.31525,1.0,3.0,1.9046754587105674,0.8934332373512001,3.5440264909699555,0.9771045805853944,0.8992187617540741,1.0,1.950892356985412,0.9028276979267691,3.637770909943828,0.9999791453750646
29,2017-07-25,1,1.336875,1.0,3.0,1.9310665615463056,0.8939529186176879,3.5893167881789,0.9749477052520733,0.8949366471908695,1.0,1.9823879143350862,0.9110611312620917,3.687022508695613,0.9999963341884874
30,2017-07-26,0,0.372375,0.0,2.0,1.9255704089596675,0.9132669126020749,3.5691830366959056,0.9721919749925015,0.8909730687623774,1.0,1.982583106070354,0.9352782632745928,3.718956524314632,0.9999993998883242
31,2017-07-27,1,1.392375,1.0,3.0,1.9615191469095465,0.9239113368158269,3.6152825614039044,0.9691490045514228,0.8863076887489169,1.0,2.0260360658688645,0.9452910689763903,3.722220015875045,0.9999993232336027
32,2017-07-28,1,1.45225,1.0,3.0,1.9750558222662622,0.9425350993270261,3.6122922144855103,0.9663289829774349,0.8803268087649452,1.0,2.046215656948065,0.9718890688423912,3.7559423996614103,0.9999998950007134
33,2017-07-29,0,0.455625,0.0,2.0,1.95782656818854,0.9406670106072268,3.531100453112953,0.9636802137021127,0.8750062356573383,1.0,2.034435462878248,0.9685605448974423,3.689559492609664,0.9999999829160111
34,2017-07-30,1,1.486875,1.0,3.0,1.9900209830586937,0.9719897259550644,3.5333125296086942,0.9613976058539179,0.8708857808756779,1.0,2.0731549427556804,1.0010428783944427,3.7020622381750705,0.9999999778309157
35,2017-07-31,0,0.55975,0.0,2.0,2.015342045293822,0.99008507693636,3.548960475311269,0.9588979012969151,0.8669083927838652,1.0,2.105039252821423,1.0240446095658455,3.736634904018776,0.9999999967607617
36,2017-08-01,0,0.629,0.0,3.0,2.0967795629325865,1.040393596699921,3.682345764826773,0.9565367692436378,0.8643305202996124,1.0,2.195568248763033,1.0876263447841528,3.838003674740185,0.999999996552445
37,2017-08-02,2,2.726,2.0,5.0,2.246723696058734,1.150799543306425,3.8849808154404086,0.9543376763197777,0.8626048359664653,1.0,2.3579717223024055,1.2106077364153092,4.076853486253841,0.9999999956980563
38,2017-08-03,2,2.78825,2.0,5.0,2.3220108902047545,1.2167922924415395,3.9752189660480552,0.952356441007584,0.8599909882511372,1.0,2.4420345781152126,1.2724362058332481,4.233044147740575,0.9999999999712336
39,2017-08-04,1,1.82775,1.0,4.0,2.328632258550086,1.225292673262378,3.9840143302578293,0.9506702110311294,0.8575393474213688,1.0,2.4535425161384246,1.2858377605670581,4.208481710449349,0.9999999999996364
40,2017-08-05,1,1.945,1.0,4.0,2.3476432343387748,1.2413928787953965,3.9441972603915865,0.9494007323088622,0.8582447844899995,1.0,2.4773824393054507,1.3068561739972784,4.194466618257666,0.9999999999999706
41,2017-08-06,1,2.000125,1.0,4.0,2.383508896572527,1.2782229866674875,3.938436742174593,0.9485728199553314,0.8568344678800162,1.0,2.5177868007465554,1.3366340829936816,4.2074483280374055,0.9999999999999968
42,2017-08-07,1,2.043625,1.0,4.0,2.4371627946376875,1.3053389095035628,4.083661839057601,0.9481918755383352,0.8570810055242158,1.0,2.575578040134923,1.3677523256996689,4.316395227799771,0.9999999999999998
43,2017-08-08,3,4.179,3.0,7.0,2.5036771473070165,1.369878296545352,4.153923896497463,0.9480783140137876,0.8559358726044853,1.0,2.6462264997673803,1.4550972769973625,4.438121327545568,1.0
44,2017-08-09,0,1.271,0.0,4.0,2.4465066829886215,1.3431521374200468,4.027367391847029,0.9484500126150467,0.8553639032612305,1.0,2.585226323092577,1.40655942611339,4.293296999940622,1.0
45,2017-08-10,1,2.370125,1.0,5.0,2.5017133579641095,1.4056809523712301,4.0770695468117735,0.949215935007465,0.8563140946770903,1.0,2.6411449820888353,1.4763491215604205,4.3514167482057164,1.0
46,2017-08-11,1,2.506125,1.0,5.0,2.623715102976998,1.4897001670746985,4.269782862538976,0.9507148773458934,0.859318605588039,1.0,2.7653919003783884,1.5618971799365529,4.5118611507320825,1.0
47,2017-08-12,4,5.643125,4.0,9.0,2.8401946336173034,1.630800068824481,4.540016871620588,0.9527620033167838,0.8615221153579429,1.0,2.9864824078631713,1.7038281570142029,4.838089009180482,1.0
48,2017-08-13,3,4.79925,3.0,8.0,2.9004066883183,1.674834213067814,4.596739629905792,0.9549164319407507,0.8645597223097912,1.0,3.0427570542215174,1.7441495443286765,4.873794907925247,1.0
49,2017-08-14,3,4.8885,3.0,8.0,2.9240209643658033,1.7038670963899731,4.638992504841123,0.9571256428374638,0.8685810978195309,1.0,3.0601284669727318,1.787753293678258,4.8506990963295005,1.0
50,2017-08-15,2,3.955,2.0,7.0,2.9478501434808653,1.7410867170144595,4.660354755949924,0.9598417024358238,0.8719427832360169,1.0,3.0765748926720433,1.8033893670041614,4.889066095017945,1.0
51,2017-08-16,4,6.165125,4.0,10.0,3.1061336810433806,1.866675595926362,4.817106692572387,0.9628277112776239,0.8744285005601603,1.0,3.231696735352595,1.9226088996191208,5.0697884611565165,1.0
