stat,value
rhat_mean,1.0013759972209657
rhat_median,1.0008502171289608
rhat_max,1.0100103212197344
ess_mean,3071.9191095314895
ess_median,3426.6997558072476
ess_min,481.36443536844354
n_diverging,
