date,temperature,temperature_smoothed,suitability,suitability_smoothed
2022-03-19,12.4,11.134932777612336,6.419906005536317e-12,4.70552985114047e-15
2022-03-20,10.2,11.225522081551178,0.0,7.626860601205025e-15
2022-03-21,8.8,11.31752354571873,0.0,1.0593730801522285e-14
2022-03-22,8.8,11.410938158517968,0.0,1.3606172326186435e-14
2022-03-23,9.9,11.505766649399115,0.0,1.9613570052302856e-14
2022-03-24,11.3,11.602009455063191,1.0028630168970267e-14,7.194074048304663e-14
2022-03-25,11.3,11.699666685602697,1.0028630168970267e-14,1.2503693308648577e-13
2022-03-26,12.1,11.798738090631247,1.821222517817983e-12,1.789020117276544e-13
2022-03-27,16.1,11.8992230254503,9.976127103545966e-05,2.335356258842445e-13
2022-03-28,13.7,12.001120417304438,1.503803434939707e-08,3.0550283710279537e-13
2022-03-29,12.3,12.104428731774368,4.887011509630215e-12,1.889110303425716e-12
2022-03-30,12.6,12.209145939359205,3.9250174840044e-11,3.49431461476026e-12
2022-03-31,13.2,12.315269482295767,1.2050778195788784e-09,5.121076563295369e-12
2022-04-01,11.2,12.422796241667376,6.8038225779583796e-15,6.769348339328971e-12
2022-04-02,7.6,12.531722504848922,0.0,1.788111159359062e-11
2022-04-03,7.9,12.642043933340263,0.0,5.240882204421838e-11
2022-04-04,9.8,12.753755531034015,0.0,8.737161895406466e-11
2022-04-05,10.4,12.866851612968984,0.0,1.2276772307954377e-10
2022-04-06,9.7,12.981325774614952,0.0,1.5859512997085814e-10
2022-04-07,11.6,13.097170861737137,7.084820066317101e-14,6.700381998838654e-10
2022-04-08,14.6,13.214378940888034,6.850331099341897e-07,1.2798941916142523e-09
2022-04-09,13.4,13.332941270571109,2.2457159669633153e-09,1.8967966071691364e-09
2022-04-10,10.6,13.452848273122587,7.084147918694426e-17,2.520695612137091e-09
2022-04-11,10.6,13.574089507357026,7.084147918694426e-17,7.312166956007695e-09
2022-04-12,11.5,13.696653642018024,1.6478245350993922e-14,1.483270183518906e-08
