date,temperature,temperature_smoothed,temperature_rolling,suitability,suitability_smoothed,suitability_rolling_temp
2017-09-19,18.1,22.1393931620959,20.664285714285715,0.007271903407171022,0.39384095096050825,0.14547314574243791
2017-09-20,15.4,21.982708176684927,20.150000000000002,1.0932310974897493e-05,0.35974141731713377,0.0926788956334298
2017-09-21,16.2,21.82429805636698,19.692857142857143,0.000136782867448674,0.3292421994155086,0.059029255443590264
2017-09-22,17.3,21.6642381320529,19.392857142857142,0.0017512565147005082,0.2984253393615255,0.04209104890845896
2017-09-23,17.3,21.502604327430614,19.135714285714283,0.0017512565147005082,0.2673054549908211,0.031272499117596414
2017-09-24,17.3,21.339473102696303,18.87142857142857,0.0017512565147005082,0.24128042644021436,0.022300797145817206
2017-09-25,17.6,21.174921398042354,18.735714285714288,0.0030664334548067954,0.21511687739486285,0.018857668018972058
2017-09-26,17.4,21.009026576959915,18.542857142857144,0.0020583360210343093,0.18873977424124896,0.013964800312402518
2017-09-27,18.3,20.84186636941275,18.435714285714287,0.010074699892390135,0.16760044237217606,0.01197659750736026
2017-09-28,18.6,20.673518814938927,18.321428571428573,0.01541453889212682,0.14662362892327593,0.010374999515806482
2017-09-29,17.8,20.504062205738386,18.035714285714285,0.004468469309684118,0.1255086225901387,0.006371004536921984
2017-09-30,17.5,20.33357502980186,17.635714285714286,0.0023654155273681214,0.10963260509897982,0.0033167970003205966
2017-10-01,18.0,20.162135914138908,17.50714285714286,0.005870505164561441,0.0937996840251405,0.002415488236470902
2017-10-02,18.3,19.989823568161132,17.50714285714286,0.010074699892390135,0.07817002669076835,0.002415488236470902
2017-10-03,19.2,19.816716727276923,17.585714285714285,0.03397713656531212,0.06701254166769023,0.00296628803660126
2017-10-04,19.3,19.64289409675353,17.864285714285717,0.038184350372869796,0.055808920904752986,0.004919123691608991
2017-10-05,19.1,19.46843429590203,18.071428571428573,0.0297699227577546,0.045270741326722354,0.006871503909282577
2017-10-06,18.6,19.293415802640226,18.164285714285715,0.01541453889212682,0.037907339112432506,0.00817280227742001
2017-10-07,15.9,19.117916898487547,18.064285714285713,5.2814108134501576e-05,0.030523724984808688,0.006771404034810429
2017-10-08,15.5,18.942015614046877,17.935714285714287,1.311184218353173e-05,0.024091620426784262,0.005419850782636593
2017-10-09,17.6,18.765789675025214,17.935714285714287,0.0030664334548067954,0.01962069343219693,0.005419850782636593
2017-10-10,17.1,18.589316448846642,17.914285714285715,0.0011370975020328947,0.015143492657305859,0.005269632655328303
2017-10-11,16.9,18.412672891909136,17.814285714285713,0.0007135839278969283,0.011653695819502123,0.004568614727889628
2017-10-12,16.9,18.23593549753571,17.692857142857143,0.0007135839278969283,0.009176901080719006,0.003717378673142689
2017-10-13,16.9,18.05918024467107,17.62857142857143,0.0007135839278969283,0.006699856073353837,0.0032667242912178414
2017-10-14,17.2,17.882482547371385,17.607142857142858,0.0014441770083666958,0.005046686753765611,0.0031165061639095507
2017-10-15,17.6,17.705917205136497,17.57857142857143,0.0030664334548067954,0.0038089320510556177,0.0029162153274985047
2017-10-16,17.7,17.52955835413106,17.535714285714285,0.0037674513822454443,0.002572624888882648,0.0026157790728819227
2017-10-17,16.9,17.35347941934085,17.37142857142857,0.0007135839278969283,0.0019154808516025756,0.0019705990192246505
2017-10-18,16.7,17.177753067708526,17.185714285714287,0.00048071579229262397,0.0013758612385116231,0.0014003085074618719
2017-10-19,15.6,17.00245116229367,16.935714285714287,2.303740867127415e-05,0.0008375450127699269,0.0007551675235405571
2017-10-20,16.5,16.827644717497844,16.785714285714285,0.00024784765668831965,0.0006293377292099302,0.0005805164218373258
2017-10-21,16.7,16.65340385539705,16.84285714285714,0.00048071579229262397,0.0004264620056924349,0.000647050174867127
2017-10-22,17.8,16.479797763220766,17.007142857142856,0.004468469309684118,0.0002403684661214696,0.0008519522461514945
2017-10-23,13.8,16.306894652015686,16.735714285714284,2.117403400376795e-08,0.00017635697410523215,0.0005222993879362487
2017-10-24,14.2,16.13476171653206,16.52857142857143,1.4116556091855024e-07,0.00011263061343626477,0.00028111453320322024
2017-10-25,15.2,15.963465096366772,16.407142857142855,6.57324855762898e-06,5.9113378470895284e-05,0.00021347046001890472
2017-10-26,14.8,15.793069838398067,16.257142857142856,1.4496096251473513e-06,4.220068384925119e-05,0.00015793806539908257
2017-10-27,15.6,15.623639860543964,16.164285714285715,2.303740867127415e-05,2.5383798747174915e-05,0.00012356086872966897
2017-10-28,14.8,15.455237916875348,15.992857142857144,1.4496096251473513e-06,1.2136238612195127e-05,6.203070558740534e-05
2017-10-29,13.7,15.287925564112752,15.714285714285714,1.503803434939707e-08,8.489613667834148e-06,3.4380913228694054e-05
2017-10-30,15.3,15.121763129534697,15.542857142857144,8.752779766263256e-06,4.868051549178974e-06,1.736565639256437e-05
2017-10-31,15.8,14.9568096803233,15.464285714285714,4.288854164675916e-05,2.049074619813737e-06,1.2333438180448055e-05
2017-11-01,12.6,14.793122994371195,15.171428571428569,3.9250174840044e-11,1.4233196401534854e-06,5.950525355162017e-06
2017-11-02,13.3,14.63075953257315,15.007142857142856,1.7253968932711015e-09,8.02623191056012e-07,2.3698669409772176e-06
2017-11-03,15.3,14.46977441262184,14.921428571428573,8.752779766263256e-06,2.8646542235765973e-07,1.9138167950981985e-06
2017-11-04,14.6,14.310221384327752,14.771428571428572,6.850331099341897e-07,2.0053053817789746e-07,1.3403844086883291e-06
2017-11-05,15.2,14.152152806480132,14.585714285714285,6.57324855762898e-06,1.1539517550237536e-07,6.304205017046787e-07
2017-11-06,12.7,13.995619625264018,14.507142857142858,7.054754917864558e-11,3.317725353384948e-08,3.3005115644237125e-07
2017-11-07,11.1,13.84067135424798,14.285714285714286,3.579014986946551e-15,2.366962815985192e-08,1.873310727497115e-07
2017-11-08,10.7,13.687356055952952,13.964285714285714,1.4168295837388853e-16,1.4262201986371406e-08,3.1254604864519873e-08
2017-11-09,12.7,13.535720325013145,13.814285714285713,7.054754917864558e-11,4.957834060002219e-09,2.2050605382963663e-08
2017-11-10,13.1,13.385809272936736,13.635714285714286,6.847587458866646e-10,2.1718789073575497e-09,1.1093463143015914e-08
2017-11-11,12.8,13.237666514472279,13.492857142857142,1.0184492351724772e-10,1.4010638787731882e-09,2.728869392534652e-09
2017-11-12,12.8,13.091334155586118,13.428571428571429,1.0184492351724772e-10,6.396687045047472e-10,2.3943785594468047e-09
2017-11-13,11.8,12.946852783052103,13.178571428571429,1.7958811128752616e-13,1.478059887557188e-10,1.0935808752162659e-09
2017-11-14,8.5,12.804261455655155,12.657142857142858,0.0,1.0317864724591481e-10,5.7134388747816886e-11
2017-11-15,10.1,12.663597697007178,12.47857142857143,0.0,5.915458414311042e-11,7.624323109462555e-12
2017-11-16,10.1,12.524897489972245,12.25,0.0,1.574506113897181e-11,4.12056426167715e-12
2017-11-17,11.2,12.388195272696024,11.957142857142856,6.8038225779583796e-15,6.238951990436932e-12,2.650266124923749e-13
2017-11-18,9.7,12.253523936233387,11.607142857142858,0.0,4.174582486237984e-12,7.473176889975557e-14
2017-11-19,8.3,12.1209148237646,11.114285714285714,0.0,2.141824700134012e-12,4.039701785662527e-15
2017-11-20,8.6,11.990397731390582,10.821428571428571,0.0,2.8310727275998433e-13,2.2770475452946435e-16
2017-11-21,11.7,11.862000910494785,10.864285714285714,1.252181559753481e-13,2.1329797861668365e-13,2.5806538846672618e-16
2017-11-22,12.8,11.735751071657482,11.014285714285714,1.0184492351724772e-10,1.4465599765914604e-13,8.148941946506981e-16
2017-11-23,12.5,11.611673390107551,11.0,7.95280050144242e-12,7.719501764806296e-14,3.542073959347226e-16
2017-11-24,12.9,11.48979151269356,10.985714285714284,1.331422978558493e-10,1.614904127740839e-14,3.440871846223007e-16
2017-11-25,14.6,11.370127566355125,11.114285714285716,6.850331099341897e-07,1.2290109252182169e-14,4.039701785662584e-15
2017-11-26,11.7,11.252702168074089,11.035714285714286,1.252181559753481e-13,8.503366094639445e-15,1.50592439272469e-15
2017-11-27,6.8,11.137534436283142,10.678571428571427,0.0,4.789428337448817e-15,1.26502641405257e-16
2017-11-28,5.8,11.024642003707006,10.485714285714284,0.0,1.148864602055681e-15,0.0
2017-11-29,11.8,10.914041031611323,10.607142857142858,1.7958811128752616e-13,2.933127912343454e-16,7.59015848431552e-17
2017-11-30,9.9,10.805746225431541,10.592857142857143,0.0,2.1659514865395362e-16,6.578137353073459e-17
2017-12-01,7.7,10.699770851753023,10.342857142857143,0.0,1.4152062636619942e-16,0.0
2017-12-02,8.7,10.596126756612573,10.27142857142857,0.0,6.809761627878101e-17,0.0
2017-12-03,7.1,10.494824385088894,10.185714285714285,0.0,0.0,0.0
2017-12-04,6.2,10.39587280214945,10.014285714285716,0.0,0.0,0.0
2017-12-05,5.1,10.299279714719063,9.542857142857143,0.0,0.0,0.0
2017-12-06,5.8,10.205051494934116,9.042857142857143,0.0,0.0,0.0
2017-12-07,9.2,10.113193204546006,8.807142857142857,0.0,0.0,0.0
2017-12-08,11.9,10.023708620434563,8.735714285714286,2.3395806659970325e-13,0.0,0.0
2017-12-09,8.3,9.93660026119265,8.285714285714286,0.0,0.0,0.0
2017-12-10,5.3,9.851869414740957,7.828571428571428,0.0,0.0,0.0
2017-12-11,14.2,9.769516166931185,8.357142857142858,1.4116556091855024e-07,0.0,0.0
2017-12-12,14.9,9.689539431095335,9.007142857142856,1.8318978827539285e-06,0.0,0.0
2017-12-13,11.1,9.611936978496598,8.957142857142857,3.579014986946551e-15,0.0,0.0
2017-12-14,11.9,9.536705469637846,9.1,2.3395806659970325e-13,0.0,0.0
2017-12-15,13.1,9.463840486381821,9.485714285714284,6.847587458866646e-10,0.0,0.0
2017-12-16,9.1,9.393336564836678,9.514285714285716,0.0,0.0,0.0
2017-12-17,5.0,9.325187228960145,9.364285714285714,0.0,0.0,0.0
2017-12-18,4.0,9.259385024833895,9.207142857142857,0.0,0.0,0.0
2017-12-19,2.8,9.195921555560174,9.042857142857143,0.0,0.0,0.0
2017-12-20,2.3,9.134787516731585,8.792857142857143,0.0,0.0,0.0
2017-12-21,3.7,9.075972732424066,8.4,0.0,0.0,0.0
2017-12-22,6.7,9.019466191663888,8.028571428571428,0.0,0.0,0.0
2017-12-23,8.8,8.965256085317439,8.064285714285713,0.0,0.0,0.0
2017-12-24,7.3,8.913329843353608,8.207142857142857,0.0,0.0,0.0
2017-12-25,6.7,8.863674172427581,7.671428571428571,0.0,0.0,0.0
2017-12-26,10.3,8.816275093734795,7.342857142857143,0.0,0.0,0.0
2017-12-27,11.0,8.77111798108396,7.335714285714286,3.542073959347226e-16,0.0,0.0
2017-12-28,7.0,8.728187599137371,6.985714285714287,0.0,0.0,0.0
2017-12-29,4.3,8.687468141767281,6.357142857142857,0.0,0.0,0.0
2017-12-30,6.8,8.648943270476899,6.192857142857143,0.0,0.0,0.0
2017-12-31,9.7,8.61259615283456,6.528571428571429,0.0,0.0,0.0
