day_of_outbreak,true,reported,cases_mean,cases_lower,cases_upper,rep_no_true,rep_no_mean,rep_no_lower,rep_no_upper,rep_no_naive_mean,additional_case_prob_true,additional_case_prob_est_r,additional_case_prob_est_r_lower,additional_case_prob_est_r_upper,additional_case_prob_known_r,additional_case_prob_known_r_lower,additional_case_prob_known_r_upper,additional_case_prob_naive
24,1,0,0.711375,0.0,3.0,2.02,1.648393029289878,0.7751828121927163,3.004438451152655,1.1801969284154354,0.9999977893550663,0.9999673702050681,0.9997593432405919,0.9999999999958142,0.999998217001312,0.9999837092150013,0.9999999999698851,0.9951323469267563
25,1,0,0.71625,0.0,3.0,2.0,1.5949286402852252,0.7590749465091261,2.893283214443275,1.173467338089989,0.9999989210675895,0.9999612181677128,0.9996982174321632,0.9999999999958759,0.9999976499666147,0.9999815328994791,0.9999999999817677,0.992790325054492
26,1,0,0.737375,0.0,3.0,1.98,1.5735552382463878,0.7484175421185878,2.862844432042477,1.192288075448964,0.9999994081707181,0.9999486672581304,0.9996583185704235,0.9999999999965444,0.9999965197806444,0.999979392347195,0.9999999999895706,0.9889022959426572
27,0,0,0.811625,0.0,3.0,1.96,1.5794576502569995,0.7578788204156033,2.84626896999669,1.2383629491480133,0.9999996474358362,0.99993973364165,0.9995557433490818,0.9999999999954887,0.9999957475681445,0.9999750504048488,0.999999999991585,0.9824275563206548
28,2,1,1.815,1.0,4.0,1.94,1.617784041118451,0.7728205190811351,2.9161182552692906,1.3107721727035933,0.9999987865163573,0.9999198995225208,0.9994845059944549,0.9999999999968432,0.9999933957932028,0.9999676063046846,0.99999999999321,0.9716374059348839
29,2,0,0.75525,0.0,3.0,1.92,1.6311118886798863,0.785389484117519,2.944495014879691,1.3703202751119867,0.9999998594530953,0.9999777861725648,0.9998700387908225,0.9999999999991869,0.999997905799193,0.9999905445469374,0.9999999999991591,0.9870735027158798
30,0,0,0.74075,0.0,3.0,1.9,1.6829396655773914,0.8044144651596629,3.092543017451934,1.4681380747889776,0.999999983533129,0.9999744802977059,0.999815921438999,0.99999999999915,0.999996093156752,0.9999913490249142,0.9999999999993368,0.9793610235153558
31,3,3,3.7635,3.0,6.0,1.88,1.7705564732804489,0.8444117082176774,3.2509149012628615,1.596839566741908,0.9999999471449607,0.999967788160533,0.9997971581885368,0.9999999999985837,0.999994215371237,0.9999896837337995,0.9999999999993443,0.9676697657298743
32,0,0,0.757375,0.0,3.0,1.8599999999999999,1.718070663033204,0.8221112058360783,3.1652694492673397,1.6063028221153313,0.9999999987551436,0.9999993241815562,0.9999956253555821,0.9999999999999913,0.9999999317868539,0.9999998993952302,0.9999999999999971,0.9986088411764346
33,2,1,1.72425,1.0,4.0,1.8399999999999999,1.70066129549255,0.8212118099305258,3.139600597302552,1.6348147005013431,0.9999999961013867,0.999999083572109,0.9999946558332703,0.9999999999999918,0.999999891420165,0.9999998546350332,0.999999999999997,0.9980454821084733
34,0,0,0.75775,0.0,3.0,1.8199999999999998,1.6556878419999306,0.7876828169141623,3.0530034149169967,1.6369699443501589,0.9999999994809078,0.9999997038864923,0.9999982667860607,0.9999999999999973,0.9999999681824543,0.9999999625217139,0.9999999999999993,0.9991493809188765
35,1,0,0.785625,0.0,3.0,1.7999999999999998,1.6403318323841203,0.7830491642024098,3.0002880975713517,1.6472020523048072,0.9999999982430523,0.9999995950468442,0.999997810760802,0.999999999999998,0.9999999544303761,0.999999961296441,0.9999999999999992,0.9989014692731177
36,1,1,1.82675,1.0,4.0,1.78,1.6614969923681482,0.801032584471802,3.0522224900155686,1.678562192550057,0.9999999986316838,0.9999995191888195,0.9999968635969252,0.9999999999999977,0.9999999356425068,0.9999999478087822,0.9999999999999993,0.9985957039388309
37,2,2,2.87875,2.0,5.0,1.76,1.6547912239511515,0.8038822817020308,3.047906526270206,1.6701712937570354,0.9999999987955089,0.9999998435493558,0.9999991536102252,0.9999999999999996,0.9999999793545302,0.9999999848469197,0.9999999999999999,0.9994447317440915
38,0,0,0.9175,0.0,3.0,1.74,1.5707252348147456,0.761475051688433,2.888437380146176,1.5788800991203797,0.9999999997331941,0.9999999866224432,0.999999949629027,1.0,0.999999999683613,0.9999999991381874,1.0,0.9999275658107593
