stat,value
rhat_mean,1.0019089801568488
rhat_median,1.0016380878409548
rhat_max,1.0057033045149832
ess_mean,2393.6473414096763
ess_median,2469.1341614458534
ess_min,1304.3923312015193
n_diverging,0.0
cases_rhat_max,1.0135628173737268
cases_ess_min,297.0996382534878
cases_ess_median,1210.8413258516566
