day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper
133,0.1731991315649625,0.017211826744273875,0.5991045911430674,0.20841826678149017,0.0697801584485526,0.013266623093844994,0.13691684991972145,2.616888845598104,0.5060882349463188,8.117444103036616
134,0.1636194982115534,0.010930947736004542,0.5750049272143305,0.19346919051021463,0.06763197912222489,0.007492448923657176,0.13757914274592847,2.5666037575383553,0.4888263436695866,7.99559495157952
135,0.1553489379572434,0.0036255843971431906,0.5504073901660089,0.17888437729812745,0.06563199783214259,0.002361082781448135,0.13820186704004686,2.5212626304021795,0.4799096723079487,7.973828780231372
136,0.14812960075978573,0.0001811502485607837,0.5242989837224032,0.16475327836464024,0.06369079550258837,8.948671073651726e-05,0.13852124171355182,2.472171125716488,0.4731719410619215,7.756487285654309
137,0.1392020452782203,3.612098229882392e-06,0.49816387672906176,0.15102981800402962,0.061962274784794116,1.2422026163625516e-06,0.1360560836728349,2.4161408751840625,0.4742438999753151,7.583473497148505
138,0.13211612947544055,1.3417757270966128e-07,0.4933906595786956,0.1377237593438895,0.06017894444820313,6.262071833785787e-08,0.13614705687769926,2.361116270182873,0.456678862281943,7.353600741888362
139,0.12661640432224305,4.385978650092225e-08,0.4650162720778111,0.12444083542448801,0.05855715007306614,1.0259499740234533e-08,0.13444968994055112,2.320601777038397,0.4370788773990411,7.253572941591905
140,0.12146940753654759,3.0932378178690325e-08,0.46912242881891053,0.11090137394677473,0.056913603408332396,1.0040473833429958e-08,0.133361542806992,2.292401508652871,0.4316665328575095,6.9979763580929655
141,0.1173029448823212,2.4085829089205387e-08,0.45175792304785833,0.09713141729531281,0.05545895940022903,1.0006334522161669e-08,0.13163838157920255,2.2720556222334363,0.41435347039306547,7.026958709344935
142,0.11202154269443025,2.038414225990411e-08,0.44730615653689143,0.08329541378482297,0.05411493830908911,1.0000033261009377e-08,0.13062555623399277,2.2471153690171417,0.39805100867592236,7.052173042253819
143,0.10747079740746045,1.7474218842461628e-08,0.4225054149230515,0.06996707943289465,0.05258900479739175,1.0000005787780447e-08,0.12792867684045234,2.20098187532863,0.4062567544671622,6.964849123464755
144,0.10529067458323971,1.6106905593570275e-08,0.41996805434420437,0.057541719091258596,0.05149523627359836,1.0000001144114917e-08,0.1260705711420742,2.1936534929135587,0.40147455227507123,7.023075734096799
145,0.10207269996637303,1.3141523078789395e-08,0.41040206525792283,0.04615642054587319,0.05038569176305421,1.0000000019014447e-08,0.12854335641430878,2.16578198876481,0.3981669431922797,6.9059377891641756
146,0.09830335587122732,1.175095261762103e-08,0.4070335125547009,0.03619759656762288,0.04924664871303095,1.0000000003987596e-08,0.12697192536552623,2.145124094757662,0.36865196076239654,6.948007182840228
147,0.0964934413260952,1.0748367715276677e-08,0.4068483198252429,0.027855460755590963,0.048373482190114885,1.000000000336351e-08,0.12848973252558668,2.1405165115251896,0.3611410412179701,6.916218935910826
148,0.0937916024500835,1.048597580199376e-08,0.39390581301320376,0.02096444393035543,0.04736746419183056,1.0000000002912566e-08,0.12649627083575254,2.106784151304617,0.35291321269991416,6.86559302787707
149,0.09163571521456634,1.0370934817979768e-08,0.40669305760205754,0.015495187482153842,0.04653489753036236,1.0000000002418336e-08,0.1284096935287403,2.0970217092106433,0.3488828404453075,6.829528194550678
150,0.08999950485003297,8.956053908920812e-09,0.4007327484153079,0.011252362519475938,0.045879010107127687,1.0000000002117007e-08,0.12906525251123366,2.0820398345476963,0.34712404412801123,6.891656265540976
151,0.08869236498158532,8.530341548699377e-09,0.3995618076871423,0.008026763501033452,0.04515474890125842,1.000000000096887e-08,0.1289219134008434,2.0739580337030428,0.3286569103422053,6.810018778206577
152,0.08706316040877322,7.990745102925359e-09,0.4136335946520708,0.0056240789657137505,0.04432967157694257,1.0000000001304768e-08,0.12802674363805747,2.0476940290970997,0.32393064955868095,6.831864389337045
