stat,value
rhat_mean,1.0036325300694338
rhat_median,1.000958742312591
rhat_max,1.018659108438751
ess_mean,3667.800933863172
ess_median,4021.8187516111893
ess_min,265.0686301778805
n_diverging,0.0
cases_rhat_max,1.0237808372847976
cases_ess_min,266.30609504303607
cases_ess_median,1143.787781593832
